5.210797973193984234e+01,5.050209901505372159e+02,0.000000000000000000e+00
5.204540476831827078e+01,5.554628809636177493e+02,1.000000000000000000e+00
4.023689373545111181e+01,5.693419841747900136e+02,0.000000000000000000e+00
5.463510555424817028e+01,4.177110870448898368e+02,0.000000000000000000e+00
3.391550010906887280e+01,7.909554859376488594e+02,0.000000000000000000e+00
6.417698887494485405e+01,6.472644846936653948e+02,1.000000000000000000e+00
7.478925295941542117e+01,3.325873218259547457e+02,0.000000000000000000e+00
3.418364002644189981e+01,6.019017626881071692e+02,0.000000000000000000e+00
8.390239366249154784e+01,4.504643697284261634e+02,1.000000000000000000e+00
5.154772026906181281e+01,3.748503221079980676e+02,0.000000000000000000e+00
9.444336776917852205e+01,5.245513728447241419e+02,1.000000000000000000e+00
8.236875375713918856e+01,3.249460412776494422e+02,0.000000000000000000e+00
5.104775177128865238e+01,3.665816116620800926e+02,0.000000000000000000e+00
6.222267576120187726e+01,4.164879355869343271e+02,0.000000000000000000e+00
7.719303492601363814e+01,5.636656000144766949e+02,1.000000000000000000e+00
9.777159928000232014e+01,6.938225786402256290e+02,1.000000000000000000e+00
6.207306379667647178e+01,7.741505929931186074e+02,1.000000000000000000e+00
9.156497449807442024e+01,7.095703403637279507e+02,1.000000000000000000e+00
7.994481794066932423e+01,5.933049548035006637e+02,1.000000000000000000e+00
9.927252692925719657e+01,4.879922479875990575e+02,1.000000000000000000e+00
9.054671411399851877e+01,3.471248144520021697e+02,1.000000000000000000e+00
3.452451385320009081e+01,4.831707396669738159e+02,0.000000000000000000e+00
5.028649611899069782e+01,3.984363105058447445e+02,0.000000000000000000e+00
4.958667721632031089e+01,4.784716079562612094e+02,0.000000000000000000e+00
9.764563396007767437e+01,5.508925817936483327e+02,1.000000000000000000e+00
3.257720016809309271e+01,7.647883809110300035e+02,0.000000000000000000e+00
7.424869136721598295e+01,5.585965698125754670e+02,1.000000000000000000e+00
7.179646205863379294e+01,6.276284979612041752e+02,1.000000000000000000e+00
7.539561146568030381e+01,6.860794933865295206e+02,1.000000000000000000e+00
3.528611281526193011e+01,3.761641115778732569e+02,0.000000000000000000e+00
5.625381749711623769e+01,3.140917800846415275e+02,0.000000000000000000e+00
3.005882244669795966e+01,3.967437909378948007e+02,0.000000000000000000e+00
4.466826172480892865e+01,5.316006891647130033e+02,0.000000000000000000e+00
6.656089447242953838e+01,3.287367846349578144e+02,0.000000000000000000e+00
4.045755098375163783e+01,7.802814839127948972e+02,1.000000000000000000e+00
4.907256321908843688e+01,4.150656945659172834e+02,0.000000000000000000e+00
8.027957401466997567e+01,7.369284865075267135e+02,1.000000000000000000e+00
6.674671856944038950e+01,4.879311522192790562e+02,1.000000000000000000e+00
3.272283304060322706e+01,3.464573845144050210e+02,0.000000000000000000e+00
6.403932041506010364e+01,6.242535041614585225e+02,1.000000000000000000e+00
7.234649422579923339e+01,7.698207437409123486e+02,1.000000000000000000e+00
6.045788573918959230e+01,5.847599847806429807e+02,1.000000000000000000e+00
5.884095621726802250e+01,6.068675865023233200e+02,1.000000000000000000e+00
9.982785779692127903e+01,5.789540154707108286e+02,1.000000000000000000e+00
4.726426910848174145e+01,7.078069199647825371e+02,1.000000000000000000e+00
5.045815980285988189e+01,6.064788762385965128e+02,1.000000000000000000e+00
6.045555629271532183e+01,3.400672754857773725e+02,0.000000000000000000e+00
8.222666157785567975e+01,3.417590282973166609e+02,0.000000000000000000e+00
8.891389641665330146e+01,5.584303111868377982e+02,1.000000000000000000e+00
9.483450672430195993e+01,3.655544544200603241e+02,1.000000000000000000e+00
6.731925746917526965e+01,5.327148254198332324e+02,1.000000000000000000e+00
5.723870631569862155e+01,4.761142558410364813e+02,1.000000000000000000e+00
8.036675600171273004e+01,7.276811831797563173e+02,1.000000000000000000e+00
6.846852178591112192e+01,6.847544568361611255e+02,1.000000000000000000e+00
4.207545453847310313e+01,6.307582880118434332e+02,0.000000000000000000e+00
7.547770200533905438e+01,7.233963119803171367e+02,1.000000000000000000e+00
7.863542434898018030e+01,7.731794173508515087e+02,1.000000000000000000e+00
5.234800398794106968e+01,4.861560420482073823e+02,0.000000000000000000e+00
9.409433112516792619e+01,6.172728407259114647e+02,1.000000000000000000e+00
9.044855097096363750e+01,7.000703341187761453e+02,1.000000000000000000e+00
5.548216114069585103e+01,2.845656277783093060e+02,0.000000000000000000e+00
7.449269241843040845e+01,6.787610947944108375e+02,1.000000000000000000e+00
8.984580670720978901e+01,3.628662688873326374e+02,1.000000000000000000e+00
8.348916274498238010e+01,3.870422863782540048e+02,1.000000000000000000e+00
4.226170080998169709e+01,6.968308075220365936e+02,1.000000000000000000e+00
9.931500880510394325e+01,5.502032757765293809e+02,1.000000000000000000e+00
5.534001756003703321e+01,5.194555040555887899e+02,1.000000000000000000e+00
7.477589300092766678e+01,7.162385031610621127e+02,1.000000000000000000e+00
